sample_id,Battery_ID,split,obs_len,pred_len
2629,223,train,20,9
2630,223,train,21,8
2631,223,train,22,7
2632,223,train,23,6
2633,223,train,24,5
2634,223,train,25,4
2635,223,train,26,3
2636,223,train,27,2
2637,223,train,28,1
2638,224,train,2,29
2639,224,train,3,28
2640,224,train,4,27
2641,224,train,5,26
2642,224,train,6,25
2643,224,train,7,24
2644,224,train,8,23
2645,224,train,9,22
2646,224,train,10,21
2647,224,train,11,20
2648,224,train,12,19
2649,224,train,13,18
2650,224,train,14,17
2651,224,train,15,16
2652,224,train,16,15
2653,224,train,17,14
2654,224,train,18,13
2655,224,train,19,12
2656,224,train,20,11
2657,224,train,21,10
2658,224,train,22,9
2659,224,train,23,8
2660,224,train,24,7
2661,224,train,25,6
2662,224,train,26,5
2663,224,train,27,4
2664,224,train,28,3
2665,224,train,29,2
2666,224,train,30,1
2667,225,train,2,21
2668,225,train,3,20
2669,225,train,4,19
2670,225,train,5,18
2671,225,train,6,17
2672,225,train,7,16
2673,225,train,8,15
2674,225,train,9,14
2675,225,train,10,13
2676,225,train,11,12
2677,225,train,12,11
2678,225,train,13,10
2679,225,train,14,9
2680,225,train,15,8
2681,225,train,16,7
2682,225,train,17,6
2683,225,train,18,5
2684,225,train,19,4
2685,225,train,20,3
2686,225,train,21,2
2687,225,train,22,1
2688,226,train,2,28
2689,226,train,3,27
2690,226,train,4,26
2691,226,train,5,25
2692,226,train,6,24
2693,226,train,7,23
2694,226,train,8,22
2695,226,train,9,21
2696,226,train,10,20
2697,226,train,11,19
2698,226,train,12,18
2699,226,train,13,17
2700,226,train,14,16
2701,226,train,15,15
2702,226,train,16,14
2703,226,train,17,13
2704,226,train,18,12
2705,226,train,19,11
2706,226,train,20,10
2707,226,train,21,9
2708,226,train,22,8
2709,226,train,23,7
2710,226,train,24,6
2711,226,train,25,5
2712,226,train,26,4
2713,226,train,27,3
2714,226,train,28,2
2715,226,train,29,1
2716,227,train,2,28
2717,227,train,3,27
2718,227,train,4,26
2719,227,train,5,25
2720,227,train,6,24
2721,227,train,7,23
2722,227,train,8,22
2723,227,train,9,21
2724,227,train,10,20
2725,227,train,11,19
2726,227,train,12,18
2727,227,train,13,17
2728,227,train,14,16
2729,227,train,15,15
2730,227,train,16,14
2731,227,train,17,13
2732,227,train,18,12
2733,227,train,19,11
2734,227,train,20,10
2735,227,train,21,9
2736,227,train,22,8
2737,227,train,23,7
2738,227,train,24,6
2739,227,train,25,5
2740,227,train,26,4
2741,227,train,27,3
2742,227,train,28,2
2743,227,train,29,1
2744,230,train,2,28
2745,230,train,3,27
2746,230,train,4,26
2747,230,train,5,25
2748,230,train,6,24
2749,230,train,7,23
2750,230,train,8,22
2751,230,train,9,21
2752,230,train,10,20
2753,230,train,11,19
2754,230,train,12,18
2755,230,train,13,17
2756,230,train,14,16
2757,230,train,15,15
2758,230,train,16,14
2759,230,train,17,13
2760,230,train,18,12
2761,230,train,19,11
2762,230,train,20,10
2763,230,train,21,9
2764,230,train,22,8
2765,230,train,23,7
2766,230,train,24,6
2767,230,train,25,5
2768,230,train,26,4
2769,230,train,27,3
2770,230,train,28,2
2771,230,train,29,1
2772,231,train,2,28
2773,231,train,3,27
2774,231,train,4,26
2775,231,train,5,25
2776,231,train,6,24
2777,231,train,7,23
2778,231,train,8,22
2779,231,train,9,21
2780,231,train,10,20
2781,231,train,11,19
2782,231,train,12,18
2783,231,train,13,17
2784,231,train,14,16
2785,231,train,15,15
2786,231,train,16,14
2787,231,train,17,13
2788,231,train,18,12
2789,231,train,19,11
2790,231,train,20,10
2791,231,train,21,9
2792,231,train,22,8
2793,231,train,23,7
2794,231,train,24,6
2795,231,train,25,5
2796,231,train,26,4
2797,231,train,27,3
2798,231,train,28,2
2799,231,train,29,1
2800,232,train,2,27
2801,232,train,3,26
2802,232,train,4,25
2803,232,train,5,24
2804,232,train,6,23
2805,232,train,7,22
2806,232,train,8,21
2807,232,train,9,20
2808,232,train,10,19
2809,232,train,11,18
2810,232,train,12,17
2811,232,train,13,16
2812,232,train,14,15
2813,232,train,15,14
2814,232,train,16,13
2815,232,train,17,12
2816,232,train,18,11
2817,232,train,19,10
2818,232,train,20,9
2819,232,train,21,8
2820,232,train,22,7
2821,232,train,23,6
2822,232,train,24,5
2823,232,train,25,4
2824,232,train,26,3
2825,232,train,27,2
2826,232,train,28,1
2827,233,test,12,17
2828,234,val,2,3
2829,235,train,2,20
2830,235,train,3,19
2831,235,train,4,18
2832,235,train,5,17
2833,235,train,6,16
2834,235,train,7,15
2835,235,train,8,14
2836,235,train,9,13
2837,235,train,10,12
2838,235,train,11,11
2839,235,train,12,10
2840,235,train,13,9
2841,235,train,14,8
2842,235,train,15,7
2843,235,train,16,6
2844,235,train,17,5
2845,235,train,18,4
2846,235,train,19,3
2847,235,train,20,2
2848,235,train,21,1
2849,237,train,2,29
2850,237,train,3,28
2851,237,train,4,27
2852,237,train,5,26
2853,237,train,6,25
2854,237,train,7,24
2855,237,train,8,23
2856,237,train,9,22
2857,237,train,10,21
2858,237,train,11,20
2859,237,train,12,19
2860,237,train,13,18
2861,237,train,14,17
2862,237,train,15,16
2863,237,train,16,15
2864,237,train,17,14
2865,237,train,18,13
2866,237,train,19,12
2867,237,train,20,11
2868,237,train,21,10
2869,237,train,22,9
2870,237,train,23,8
2871,237,train,24,7
2872,237,train,25,6
2873,237,train,26,5
2874,237,train,27,4
2875,237,train,28,3
2876,237,train,29,2
2877,237,train,30,1
2878,238,train,2,26
2879,238,train,3,25
2880,238,train,4,24
2881,238,train,5,23
2882,238,train,6,22
2883,238,train,7,21
2884,238,train,8,20
2885,238,train,9,19
2886,238,train,10,18
2887,238,train,11,17
2888,238,train,12,16
2889,238,train,13,15
2890,238,train,14,14
2891,238,train,15,13
2892,238,train,16,12
2893,238,train,17,11
2894,238,train,18,10
2895,238,train,19,9
2896,238,train,20,8
2897,238,train,21,7
2898,238,train,22,6
2899,238,train,23,5
2900,238,train,24,4
2901,238,train,25,3
2902,238,train,26,2
2903,238,train,27,1
2904,239,val,12,18
2905,240,train,2,2
2906,240,train,3,1
2907,242,train,2,2
2908,242,train,3,1
2909,243,train,2,28
2910,243,train,3,27
2911,243,train,4,26
2912,243,train,5,25
2913,243,train,6,24
2914,243,train,7,23
2915,243,train,8,22
2916,243,train,9,21
2917,243,train,10,20
2918,243,train,11,19
2919,243,train,12,18
2920,243,train,13,17
2921,243,train,14,16
2922,243,train,15,15
2923,243,train,16,14
2924,243,train,17,13
2925,243,train,18,12
2926,243,train,19,11
2927,243,train,20,10
2928,243,train,21,9
2929,243,train,22,8
2930,243,train,23,7
2931,243,train,24,6
2932,243,train,25,5
2933,243,train,26,4
2934,243,train,27,3
2935,243,train,28,2
2936,243,train,29,1
2937,245,test,11,16
2938,247,train,2,20
2939,247,train,3,19
2940,247,train,4,18
2941,247,train,5,17
2942,247,train,6,16
2943,247,train,7,15
2944,247,train,8,14
2945,247,train,9,13
2946,247,train,10,12
2947,247,train,11,11
2948,247,train,12,10
2949,247,train,13,9
2950,247,train,14,8
2951,247,train,15,7
2952,247,train,16,6
2953,247,train,17,5
2954,247,train,18,4
2955,247,train,19,3
2956,247,train,20,2
2957,247,train,21,1
2958,248,train,2,2
2959,248,train,3,1
2960,252,train,2,25
2961,252,train,3,24
2962,252,train,4,23
2963,252,train,5,22
2964,252,train,6,21
2965,252,train,7,20
2966,252,train,8,19
2967,252,train,9,18
2968,252,train,10,17
2969,252,train,11,16
2970,252,train,12,15
2971,252,train,13,14
2972,252,train,14,13
2973,252,train,15,12
2974,252,train,16,11
2975,252,train,17,10
2976,252,train,18,9
2977,252,train,19,8
2978,252,train,20,7
2979,252,train,21,6
2980,252,train,22,5
2981,252,train,23,4
2982,252,train,24,3
2983,252,train,25,2
2984,252,train,26,1
2985,253,test,11,16
2986,254,val,10,16
2987,255,test,11,16
2988,256,test,11,16
2989,257,train,2,25
2990,257,train,3,24
2991,257,train,4,23
2992,257,train,5,22
2993,257,train,6,21
2994,257,train,7,20
2995,257,train,8,19
2996,257,train,9,18
2997,257,train,10,17
2998,257,train,11,16
2999,257,train,12,15
3000,257,train,13,14
3001,257,train,14,13
3002,257,train,15,12
3003,257,train,16,11
3004,257,train,17,10
3005,257,train,18,9
3006,257,train,19,8
3007,257,train,20,7
3008,257,train,21,6
3009,257,train,22,5
3010,257,train,23,4
3011,257,train,24,3
3012,257,train,25,2
3013,257,train,26,1
3014,258,train,2,20
3015,258,train,3,19
3016,258,train,4,18
3017,258,train,5,17
3018,258,train,6,16
3019,258,train,7,15
3020,258,train,8,14
3021,258,train,9,13
3022,258,train,10,12
3023,258,train,11,11
3024,258,train,12,10
3025,258,train,13,9
3026,258,train,14,8
3027,258,train,15,7
3028,258,train,16,6
3029,258,train,17,5
3030,258,train,18,4
3031,258,train,19,3
3032,258,train,20,2
3033,258,train,21,1
3034,259,train,2,25
3035,259,train,3,24
3036,259,train,4,23
3037,259,train,5,22
3038,259,train,6,21
3039,259,train,7,20
3040,259,train,8,19
3041,259,train,9,18
3042,259,train,10,17
3043,259,train,11,16
3044,259,train,12,15
3045,259,train,13,14
3046,259,train,14,13
3047,259,train,15,12
3048,259,train,16,11
3049,259,train,17,10
3050,259,train,18,9
3051,259,train,19,8
3052,259,train,20,7
3053,259,train,21,6
3054,259,train,22,5
3055,259,train,23,4
3056,259,train,24,3
3057,259,train,25,2
3058,259,train,26,1
3059,261,train,2,16
3060,261,train,3,15
3061,261,train,4,14
3062,261,train,5,13
3063,261,train,6,12
3064,261,train,7,11
3065,261,train,8,10
3066,261,train,9,9
3067,261,train,10,8
3068,261,train,11,7
3069,261,train,12,6
3070,261,train,13,5
3071,261,train,14,4
3072,261,train,15,3
3073,261,train,16,2
3074,261,train,17,1
3075,262,train,2,2
3076,262,train,3,1
3077,263,train,2,16
3078,263,train,3,15
3079,263,train,4,14
3080,263,train,5,13
3081,263,train,6,12
3082,263,train,7,11
3083,263,train,8,10
3084,263,train,9,9
3085,263,train,10,8
3086,263,train,11,7
3087,263,train,12,6
3088,263,train,13,5
3089,263,train,14,4
3090,263,train,15,3
3091,263,train,16,2
3092,263,train,17,1
3093,264,val,11,16
3094,265,train,2,24
3095,265,train,3,23
3096,265,train,4,22
3097,265,train,5,21
3098,265,train,6,20
3099,265,train,7,19
3100,265,train,8,18
3101,265,train,9,17
3102,265,train,10,16
3103,265,train,11,15
3104,265,train,12,14
3105,265,train,13,13
3106,265,train,14,12
3107,265,train,15,11
3108,265,train,16,10
3109,265,train,17,9
3110,265,train,18,8
3111,265,train,19,7
3112,265,train,20,6
3113,265,train,21,5
3114,265,train,22,4
3115,265,train,23,3
3116,265,train,24,2
3117,265,train,25,1
3118,266,train,2,20
3119,266,train,3,19
3120,266,train,4,18
3121,266,train,5,17
3122,266,train,6,16
3123,266,train,7,15
3124,266,train,8,14
3125,266,train,9,13
3126,266,train,10,12
3127,266,train,11,11
3128,266,train,12,10
3129,266,train,13,9
3130,266,train,14,8
3131,266,train,15,7
3132,266,train,16,6
3133,266,train,17,5
3134,266,train,18,4
3135,266,train,19,3
3136,266,train,20,2
3137,266,train,21,1
3138,267,train,2,16
3139,267,train,3,15
3140,267,train,4,14
3141,267,train,5,13
3142,267,train,6,12
3143,267,train,7,11
3144,267,train,8,10
3145,267,train,9,9
3146,267,train,10,8
3147,267,train,11,7
3148,267,train,12,6
3149,267,train,13,5
3150,267,train,14,4
3151,267,train,15,3
3152,267,train,16,2
3153,267,train,17,1
3154,268,train,2,16
3155,268,train,3,15
3156,268,train,4,14
3157,268,train,5,13
3158,268,train,6,12
3159,268,train,7,11
3160,268,train,8,10
3161,268,train,9,9
3162,268,train,10,8
3163,268,train,11,7
3164,268,train,12,6
3165,268,train,13,5
3166,268,train,14,4
3167,268,train,15,3
3168,268,train,16,2
3169,268,train,17,1
3170,270,train,2,25
3171,270,train,3,24
3172,270,train,4,23
3173,270,train,5,22
3174,270,train,6,21
3175,270,train,7,20
3176,270,train,8,19
3177,270,train,9,18
3178,270,train,10,17
3179,270,train,11,16
3180,270,train,12,15
3181,270,train,13,14
3182,270,train,14,13
3183,270,train,15,12
3184,270,train,16,11
3185,270,train,17,10
3186,270,train,18,9
3187,270,train,19,8
3188,270,train,20,7
3189,270,train,21,6
3190,270,train,22,5
3191,270,train,23,4
3192,270,train,24,3
3193,270,train,25,2
3194,270,train,26,1
3195,271,test,9,13
3196,273,train,2,20
3197,273,train,3,19
3198,273,train,4,18
3199,273,train,5,17
3200,273,train,6,16
3201,273,train,7,15
3202,273,train,8,14
3203,273,train,9,13
3204,273,train,10,12
3205,273,train,11,11
3206,273,train,12,10
3207,273,train,13,9
3208,273,train,14,8
3209,273,train,15,7
3210,273,train,16,6
3211,273,train,17,5
3212,273,train,18,4
3213,273,train,19,3
3214,273,train,20,2
3215,273,train,21,1
3216,274,train,2,25
3217,274,train,3,24
3218,274,train,4,23
3219,274,train,5,22
3220,274,train,6,21
3221,274,train,7,20
3222,274,train,8,19
3223,274,train,9,18
3224,274,train,10,17
3225,274,train,11,16
3226,274,train,12,15
3227,274,train,13,14
3228,274,train,14,13
3229,274,train,15,12
3230,274,train,16,11
3231,274,train,17,10
3232,274,train,18,9
3233,274,train,19,8
3234,274,train,20,7
3235,274,train,21,6
3236,274,train,22,5
3237,274,train,23,4
3238,274,train,24,3
3239,274,train,25,2
3240,274,train,26,1
3241,275,train,2,16
3242,275,train,3,15
3243,275,train,4,14
3244,275,train,5,13
3245,275,train,6,12
3246,275,train,7,11
3247,275,train,8,10
3248,275,train,9,9
3249,275,train,10,8
3250,275,train,11,7
3251,275,train,12,6
3252,275,train,13,5
3253,275,train,14,4
3254,275,train,15,3
3255,275,train,16,2
3256,275,train,17,1
3257,276,train,2,24
3258,276,train,3,23
3259,276,train,4,22
3260,276,train,5,21
3261,276,train,6,20
3262,276,train,7,19
3263,276,train,8,18
3264,276,train,9,17
3265,276,train,10,16
3266,276,train,11,15
3267,276,train,12,14
3268,276,train,13,13
3269,276,train,14,12
3270,276,train,15,11
3271,276,train,16,10
3272,276,train,17,9
3273,276,train,18,8
3274,276,train,19,7
3275,276,train,20,6
3276,276,train,21,5
3277,276,train,22,4
3278,276,train,23,3
3279,276,train,24,2
3280,276,train,25,1
3281,277,train,2,16
3282,277,train,3,15
3283,277,train,4,14
3284,277,train,5,13
3285,277,train,6,12
3286,277,train,7,11
3287,277,train,8,10
3288,277,train,9,9
3289,277,train,10,8
3290,277,train,11,7
3291,277,train,12,6
3292,277,train,13,5
3293,277,train,14,4
3294,277,train,15,3
3295,277,train,16,2
3296,277,train,17,1
3297,278,train,2,16
3298,278,train,3,15
3299,278,train,4,14
3300,278,train,5,13
3301,278,train,6,12
3302,278,train,7,11
3303,278,train,8,10
3304,278,train,9,9
3305,278,train,10,8
3306,278,train,11,7
3307,278,train,12,6
3308,278,train,13,5
3309,278,train,14,4
3310,278,train,15,3
3311,278,train,16,2
3312,278,train,17,1
3313,280,train,2,16
3314,280,train,3,15
3315,280,train,4,14
3316,280,train,5,13
3317,280,train,6,12
3318,280,train,7,11
3319,280,train,8,10
3320,280,train,9,9
3321,280,train,10,8
3322,280,train,11,7
3323,280,train,12,6
3324,280,train,13,5
3325,280,train,14,4
3326,280,train,15,3
3327,280,train,16,2
3328,280,train,17,1
3329,281,train,2,16
3330,281,train,3,15
3331,281,train,4,14
3332,281,train,5,13
3333,281,train,6,12
3334,281,train,7,11
3335,281,train,8,10
3336,281,train,9,9
3337,281,train,10,8
3338,281,train,11,7
3339,281,train,12,6
3340,281,train,13,5
3341,281,train,14,4
3342,281,train,15,3
3343,281,train,16,2
3344,281,train,17,1
3345,282,val,7,11
3346,283,train,2,16
3347,283,train,3,15
3348,283,train,4,14
3349,283,train,5,13
3350,283,train,6,12
3351,283,train,7,11
3352,283,train,8,10
3353,283,train,9,9
3354,283,train,10,8
3355,283,train,11,7
3356,283,train,12,6
3357,283,train,13,5
3358,283,train,14,4
3359,283,train,15,3
3360,283,train,16,2
3361,283,train,17,1
3362,285,val,7,11
3363,288,test,11,16
3364,289,train,2,2
3365,289,train,3,1
3366,290,train,2,21
3367,290,train,3,20
3368,290,train,4,19
3369,290,train,5,18
3370,290,train,6,17
3371,290,train,7,16
3372,290,train,8,15
3373,290,train,9,14
3374,290,train,10,13
3375,290,train,11,12
3376,290,train,12,11
3377,290,train,13,10
3378,290,train,14,9
3379,290,train,15,8
3380,290,train,16,7
3381,290,train,17,6
3382,290,train,18,5
3383,290,train,19,4
3384,290,train,20,3
3385,290,train,21,2
3386,290,train,22,1
3387,292,train,2,20
3388,292,train,3,19
3389,292,train,4,18
3390,292,train,5,17
3391,292,train,6,16
3392,292,train,7,15
3393,292,train,8,14
3394,292,train,9,13
3395,292,train,10,12
3396,292,train,11,11
3397,292,train,12,10
3398,292,train,13,9
3399,292,train,14,8
3400,292,train,15,7
3401,292,train,16,6
3402,292,train,17,5
3403,292,train,18,4
3404,292,train,19,3
3405,292,train,20,2
3406,292,train,21,1
3407,295,train,2,19
3408,295,train,3,18
3409,295,train,4,17
3410,295,train,5,16
3411,295,train,6,15
3412,295,train,7,14
3413,295,train,8,13
3414,295,train,9,12
3415,295,train,10,11
3416,295,train,11,10
3417,295,train,12,9
3418,295,train,13,8
3419,295,train,14,7
3420,295,train,15,6
3421,295,train,16,5
3422,295,train,17,4
3423,295,train,18,3
3424,295,train,19,2
3425,295,train,20,1
3426,301,val,10,16
3427,302,train,2,24
3428,302,train,3,23
3429,302,train,4,22
3430,302,train,5,21
3431,302,train,6,20
3432,302,train,7,19
3433,302,train,8,18
3434,302,train,9,17
3435,302,train,10,16
3436,302,train,11,15
3437,302,train,12,14
3438,302,train,13,13
3439,302,train,14,12
3440,302,train,15,11
3441,302,train,16,10
3442,302,train,17,9
3443,302,train,18,8
3444,302,train,19,7
3445,302,train,20,6
3446,302,train,21,5
3447,302,train,22,4
3448,302,train,23,3
3449,302,train,24,2
3450,302,train,25,1
3451,304,train,2,24
3452,304,train,3,23
3453,304,train,4,22
3454,304,train,5,21
3455,304,train,6,20
3456,304,train,7,19
3457,304,train,8,18
3458,304,train,9,17
3459,304,train,10,16
3460,304,train,11,15
3461,304,train,12,14
3462,304,train,13,13
3463,304,train,14,12
3464,304,train,15,11
3465,304,train,16,10
3466,304,train,17,9
3467,304,train,18,8
3468,304,train,19,7
3469,304,train,20,6
3470,304,train,21,5
3471,304,train,22,4
3472,304,train,23,3
3473,304,train,24,2
3474,304,train,25,1
3475,305,train,2,20
3476,305,train,3,19
3477,305,train,4,18
3478,305,train,5,17
3479,305,train,6,16
3480,305,train,7,15
3481,305,train,8,14
3482,305,train,9,13
3483,305,train,10,12
3484,305,train,11,11
3485,305,train,12,10
3486,305,train,13,9
3487,305,train,14,8
3488,305,train,15,7
3489,305,train,16,6
3490,305,train,17,5
3491,305,train,18,4
3492,305,train,19,3
3493,305,train,20,2
3494,305,train,21,1
3495,306,train,2,20
3496,306,train,3,19
3497,306,train,4,18
3498,306,train,5,17
3499,306,train,6,16
3500,306,train,7,15
3501,306,train,8,14
3502,306,train,9,13
3503,306,train,10,12
3504,306,train,11,11
3505,306,train,12,10
3506,306,train,13,9
3507,306,train,14,8
3508,306,train,15,7
3509,306,train,16,6
3510,306,train,17,5
3511,306,train,18,4
3512,306,train,19,3
3513,306,train,20,2
3514,306,train,21,1
3515,307,train,2,24
3516,307,train,3,23
3517,307,train,4,22
3518,307,train,5,21
3519,307,train,6,20
3520,307,train,7,19
3521,307,train,8,18
3522,307,train,9,17
3523,307,train,10,16
3524,307,train,11,15
3525,307,train,12,14
3526,307,train,13,13
3527,307,train,14,12
3528,307,train,15,11
3529,307,train,16,10
3530,307,train,17,9
3531,307,train,18,8
3532,307,train,19,7
3533,307,train,20,6
3534,307,train,21,5
3535,307,train,22,4
3536,307,train,23,3
3537,307,train,24,2
3538,307,train,25,1
3539,308,train,2,24
3540,308,train,3,23
3541,308,train,4,22
3542,308,train,5,21
3543,308,train,6,20
3544,308,train,7,19
3545,308,train,8,18
3546,308,train,9,17
3547,308,train,10,16
3548,308,train,11,15
3549,308,train,12,14
3550,308,train,13,13
3551,308,train,14,12
3552,308,train,15,11
3553,308,train,16,10
3554,308,train,17,9
3555,308,train,18,8
3556,308,train,19,7
3557,308,train,20,6
3558,308,train,21,5
3559,308,train,22,4
3560,308,train,23,3
3561,308,train,24,2
3562,308,train,25,1
3563,309,train,2,24
3564,309,train,3,23
3565,309,train,4,22
3566,309,train,5,21
3567,309,train,6,20
3568,309,train,7,19
3569,309,train,8,18
3570,309,train,9,17
3571,309,train,10,16
3572,309,train,11,15
3573,309,train,12,14
3574,309,train,13,13
3575,309,train,14,12
3576,309,train,15,11
3577,309,train,16,10
3578,309,train,17,9
3579,309,train,18,8
3580,309,train,19,7
3581,309,train,20,6
3582,309,train,21,5
3583,309,train,22,4
3584,309,train,23,3
3585,309,train,24,2
3586,309,train,25,1
3587,310,train,2,24
3588,310,train,3,23
3589,310,train,4,22
3590,310,train,5,21
3591,310,train,6,20
3592,310,train,7,19
3593,310,train,8,18
3594,310,train,9,17
3595,310,train,10,16
3596,310,train,11,15
3597,310,train,12,14
3598,310,train,13,13
3599,310,train,14,12
3600,310,train,15,11
3601,310,train,16,10
3602,310,train,17,9
3603,310,train,18,8
3604,310,train,19,7
3605,310,train,20,6
3606,310,train,21,5
3607,310,train,22,4
3608,310,train,23,3
3609,310,train,24,2
3610,310,train,25,1
3611,312,train,2,25
3612,312,train,3,24
3613,312,train,4,23
3614,312,train,5,22
3615,312,train,6,21
3616,312,train,7,20
3617,312,train,8,19
3618,312,train,9,18
3619,312,train,10,17
3620,312,train,11,16
3621,312,train,12,15
3622,312,train,13,14
3623,312,train,14,13
3624,312,train,15,12
3625,312,train,16,11
3626,312,train,17,10
3627,312,train,18,9
3628,312,train,19,8
3629,312,train,20,7
3630,312,train,21,6
3631,312,train,22,5
3632,312,train,23,4
3633,312,train,24,3
3634,312,train,25,2
3635,312,train,26,1
3636,313,train,2,24
3637,313,train,3,23
3638,313,train,4,22
3639,313,train,5,21
3640,313,train,6,20
3641,313,train,7,19
3642,313,train,8,18
3643,313,train,9,17
3644,313,train,10,16
3645,313,train,11,15
3646,313,train,12,14
3647,313,train,13,13
3648,313,train,14,12
3649,313,train,15,11
3650,313,train,16,10
3651,313,train,17,9
3652,313,train,18,8
3653,313,train,19,7
3654,313,train,20,6
3655,313,train,21,5
3656,313,train,22,4
3657,313,train,23,3
3658,313,train,24,2
3659,313,train,25,1
3660,314,train,2,24
3661,314,train,3,23
3662,314,train,4,22
3663,314,train,5,21
3664,314,train,6,20
3665,314,train,7,19
3666,314,train,8,18
3667,314,train,9,17
3668,314,train,10,16
3669,314,train,11,15
3670,314,train,12,14
3671,314,train,13,13
3672,314,train,14,12
3673,314,train,15,11
3674,314,train,16,10
3675,314,train,17,9
3676,314,train,18,8
3677,314,train,19,7
3678,314,train,20,6
3679,314,train,21,5
3680,314,train,22,4
3681,314,train,23,3
3682,314,train,24,2
3683,314,train,25,1
3684,317,train,2,20
3685,317,train,3,19
3686,317,train,4,18
3687,317,train,5,17
3688,317,train,6,16
3689,317,train,7,15
3690,317,train,8,14
3691,317,train,9,13
3692,317,train,10,12
3693,317,train,11,11
3694,317,train,12,10
3695,317,train,13,9
3696,317,train,14,8
3697,317,train,15,7
3698,317,train,16,6
3699,317,train,17,5
3700,317,train,18,4
3701,317,train,19,3
3702,317,train,20,2
3703,317,train,21,1
3704,318,train,2,23
3705,318,train,3,22
3706,318,train,4,21
3707,318,train,5,20
3708,318,train,6,19
3709,318,train,7,18
3710,318,train,8,17
3711,318,train,9,16
3712,318,train,10,15
3713,318,train,11,14
3714,318,train,12,13
3715,318,train,13,12
3716,318,train,14,11
3717,318,train,15,10
3718,318,train,16,9
3719,318,train,17,8
3720,318,train,18,7
3721,318,train,19,6
3722,318,train,20,5
3723,318,train,21,4
3724,318,train,22,3
3725,318,train,23,2
3726,318,train,24,1
3727,319,train,2,25
3728,319,train,3,24
3729,319,train,4,23
3730,319,train,5,22
3731,319,train,6,21
3732,319,train,7,20
3733,319,train,8,19
3734,319,train,9,18
3735,319,train,10,17
3736,319,train,11,16
3737,319,train,12,15
3738,319,train,13,14
3739,319,train,14,13
3740,319,train,15,12
3741,319,train,16,11
3742,319,train,17,10
3743,319,train,18,9
3744,319,train,19,8
3745,319,train,20,7
3746,319,train,21,6
3747,319,train,22,5
3748,319,train,23,4
3749,319,train,24,3
3750,319,train,25,2
3751,319,train,26,1
3752,320,test,10,16
3753,321,train,2,24
3754,321,train,3,23
3755,321,train,4,22
3756,321,train,5,21
3757,321,train,6,20
3758,321,train,7,19
3759,321,train,8,18
3760,321,train,9,17
3761,321,train,10,16
3762,321,train,11,15
3763,321,train,12,14
3764,321,train,13,13
3765,321,train,14,12
3766,321,train,15,11
3767,321,train,16,10
3768,321,train,17,9
3769,321,train,18,8
3770,321,train,19,7
3771,321,train,20,6
3772,321,train,21,5
3773,321,train,22,4
3774,321,train,23,3
3775,321,train,24,2
3776,321,train,25,1
3777,322,train,2,24
3778,322,train,3,23
3779,322,train,4,22
3780,322,train,5,21
3781,322,train,6,20
3782,322,train,7,19
3783,322,train,8,18
3784,322,train,9,17
3785,322,train,10,16
3786,322,train,11,15
3787,322,train,12,14
3788,322,train,13,13
3789,322,train,14,12
3790,322,train,15,11
3791,322,train,16,10
3792,322,train,17,9
3793,322,train,18,8
3794,322,train,19,7
3795,322,train,20,6
3796,322,train,21,5
3797,322,train,22,4
3798,322,train,23,3
3799,322,train,24,2
3800,322,train,25,1
3801,323,train,2,23
3802,323,train,3,22
3803,323,train,4,21
3804,323,train,5,20
3805,323,train,6,19
3806,323,train,7,18
3807,323,train,8,17
3808,323,train,9,16
3809,323,train,10,15
3810,323,train,11,14
3811,323,train,12,13
3812,323,train,13,12
3813,323,train,14,11
3814,323,train,15,10
3815,323,train,16,9
3816,323,train,17,8
3817,323,train,18,7
3818,323,train,19,6
3819,323,train,20,5
3820,323,train,21,4
3821,323,train,22,3
3822,323,train,23,2
3823,323,train,24,1
3824,324,val,11,16
3825,325,val,11,16
3826,326,train,2,25
3827,326,train,3,24
3828,326,train,4,23
3829,326,train,5,22
3830,326,train,6,21
3831,326,train,7,20
3832,326,train,8,19
3833,326,train,9,18
3834,326,train,10,17
3835,326,train,11,16
3836,326,train,12,15
3837,326,train,13,14
3838,326,train,14,13
3839,326,train,15,12
3840,326,train,16,11
3841,326,train,17,10
3842,326,train,18,9
3843,326,train,19,8
3844,326,train,20,7
3845,326,train,21,6
3846,326,train,22,5
3847,326,train,23,4
3848,326,train,24,3
3849,326,train,25,2
3850,326,train,26,1
3851,329,train,2,25
3852,329,train,3,24
3853,329,train,4,23
3854,329,train,5,22
3855,329,train,6,21
3856,329,train,7,20
3857,329,train,8,19
3858,329,train,9,18
3859,329,train,10,17
3860,329,train,11,16
3861,329,train,12,15
3862,329,train,13,14
3863,329,train,14,13
3864,329,train,15,12
3865,329,train,16,11
3866,329,train,17,10
3867,329,train,18,9
3868,329,train,19,8
3869,329,train,20,7
3870,329,train,21,6
3871,329,train,22,5
3872,329,train,23,4
3873,329,train,24,3
3874,329,train,25,2
3875,329,train,26,1
3876,330,train,2,25
3877,330,train,3,24
3878,330,train,4,23
3879,330,train,5,22
3880,330,train,6,21
3881,330,train,7,20
3882,330,train,8,19
3883,330,train,9,18
3884,330,train,10,17
3885,330,train,11,16
3886,330,train,12,15
3887,330,train,13,14
3888,330,train,14,13
3889,330,train,15,12
3890,330,train,16,11
3891,330,train,17,10
3892,330,train,18,9
3893,330,train,19,8
3894,330,train,20,7
3895,330,train,21,6
3896,330,train,22,5
3897,330,train,23,4
3898,330,train,24,3
